0.00045506874093087046,0.013870302214003307,0.004656543675504757,0.013010738368870055,0.044544588426658566,0.00000148002352369655,0.23154951880410923,0.8426388811255668,0.9483981545974067,0.3666298813978277,0.010075245922926029,0.036546776438363106,0.024918087709559555,0.0007003870561217106,0.014937388213890197,0.0032523442814071956,0.002963899988213894,0.006178108178870649,0.00007787363374251268,0.003200252126233728,0.00200503396474849,0.000254112071017107,0.0022564239318526363,0.00036673053483690367,0.0006939365224896841,0.0011615977986139162,0.0000022319791654556433,0.0007598365308693853,0.00041825344854399225,0.00007962766618256643,0.0005523355837891182,0.00008110269784636881,0.0001817481011860327,0.0002938879560646976,6.229388055658223e-7,0.00019320053339450742,0.00011195831027198606,0.000017153757857417745,0.00014096851187095366,0.000025483707166414185,0.000040116798289183075,0.00007748699749693978,0.0000011264675758967207,0.00004343187612379565,0.00003214751607607314,0.000001871867413598306,0.000032648852998086895,0.00000921241776506116,0.000006335386706237433,0.000018973938819513533,0.00000125039838136324,0.000007667995813123016,0.000008761017358294999,8.203918772401111e-9,0.000006218361041572606,0.000003140507457903265,5.220861427909933e-7,0.000003926869980177599,7.861137443958401e-7,9.003572795798761e-7,0.000002037780272998527,8.9772300112192e-8,8.633007118380582e-7,8.819521632950174e-7,1.7928314842096264e-9,6.197360065988133e-7,3.1362322845442813e-7,4.327257344593334e-8,3.6735876287162627e-7,8.613668719302358e-8,6.822523763048387e-8,1.8771215333839528e-7,1.49782888008773e-8,6.333658130128428e-8,8.43222375573341e-8,5.171724828908396e-10,4.5612836318549875e-8,3.346322982937032e-8,8.070001909531643e-10,2.810017035770271e-8,1.1610763083532528e-8,2.4548591117657886e-9,1.5553181131630255e-8,3.3957965613334315e-9,2.906992669220735e-9,7.976434020722976e-9,7.542852349757482e-10,2.5146078270530598e-9,3.880972735801552e-9,8.596486931720119e-11,1.8821263386044725e-9,1.831889462787666e-9,9.013874890227483e-13,1.3285090076341192e-9,8.614449643356543e-10,4.265772304044815e-11,9.492562514717623e-10,4.2048402714874047e-10,9.744766015118742e-11,7.548761877539861e-10
0.005253481745150508,0.0007373141508441645,0.014274633096162571,0.0038146545503433995,0.014985995564097727,0.04376491757790796,0.0002533400951473179,0.25422301149195725,0.8647649467353118,0.9325199155425967,0.3412164791447285,0.006729736776942192,0.03833986121088645,0.022944552740665466,0.0011065606367973964,0.014978207566989934,0.0027494603814455223,0.0033099001221073726,0.005961011656216961,0.000031003138261467536,0.0033231503382221994,0.0018445259698349386,0.00032443433428138184,0.0022501002902236243,0.0003043633955289708,0.0007530842513600016,0.0011190030279531462,2.9641141724564906e-8,0.000781571899841882,0.00038587414264010407,0.00009600503095892409,0.000549754092833907,0.00006813020378298522,0.0001948203020125981,0.0002843150478068734,4.2055409761169154e-8,0.00019820273127463104,0.00010467997852802545,0.000020538556395821908,0.000140747593540546,0.000022334568703711273,0.00004294624122156231,0.00007565670442342163,6.575584493833885e-7,0.000044672708375866986,0.00003064475933572952,0.0000023655231857926756,0.000032809585349856893,0.000008469991078279857,0.000006849707850489928,0.0000187388136901773,0.0000010403646640378109,0.000007942082883991923,0.000008515730134281377,2.5213295195236357e-8,0.000006301064350358194,0.0000029968601843015577,5.849693938801103e-7,0.000003922394550718973,7.282323747124422e-7,9.448027709647744e-7,0.000002013171357316011,7.606587945210843e-8,8.832711360737166e-7,8.628587291319043e-7,3.3369308080185356e-9,6.253096137673788e-7,3.037044892395354e-7,4.713838652792765e-8,3.673655213390298e-7,8.226073579807934e-8,7.078307225544459e-8,1.8655215552614168e-7,1.3900515769434164e-8,6.449359362963151e-8,8.342364937371658e-8,3.9959995895953885e-10,4.5996149279358396e-8,3.299599175316457e-8,8.972927139381449e-10,2.817759275527955e-8,1.1420025385631827e-8,2.5338174053810053e-9,1.5546253108226244e-8,3.3336852460713793e-9,2.9456199071570293e-9,7.961020916317805e-9,7.393331247048116e-10,2.527874704745801e-9,3.8731737977956225e-9,8.408250209474654e-11,1.884692789790031e-9,1.8305341270584114e-9,9.013874890227585e-13,1.3279524585002096e-9,8.631784767418072e-10,4.1920458796850577e-11,9.484177741346703e-10,4.2327028135545665e-10,9.568597951267268e-11
0.004606172195024464,0.004883346795210954,0.0010786038193595013,0.014592472675965546,0.003039519447189943,0.017001684102827794,0.042738682934613664,0.0011027809136512497,0.2772715618977479,0.8852189979066918,0.9156291252745672,0.3170524077736778,0.004168109511612569,0.03990043021481962,0.021031524872401168,0.00157731583823201,0.014952120217640827,0.0022945566499672507,0.003646970617264218,0.005731925377860127,0.000005840527348769669,0.00343108804903036,0.0016895481225936762,0.00039911056947649774,0.0022362422677442337,0.0002487987815670469,0.0008098584799809447,0.0010752438686476597,0.000001213826830953568,0.0008004619635948192,0.0003548730101080508,0.00011292549002927106,0.0005458145925789813,0.00005656154708101537,0.0002073121074757185,0.0002745979760017052,1.2676380776262558e-7,0.00020261601823397274,0.00009771299533744218,0.000024022397834118653,0.0001402572055370309,0.000019475201419562028,0.00004566145142908708,0.00007379660814854987,3.2608903648600614e-7,0.00004580002742803664,0.00002919932828299295,0.0000028855746995948553,0.000032916580710407544,0.00000778209922348343,0.00000734771350084748,0.000018494340288233792,8.580126678236235e-7,0.000008197092372011928,0.000008278217399549952,4.978348229905744e-8,0.000006373613398241293,0.000002862066244953694,6.468440202132157e-7,0.000003915111676821933,6.75477505717083e-7,9.86680168007865e-7,0.000001989029588048165,6.427363768842684e-8,9.015378297215174e-7,8.448871934363288e-7,5.187150383095212e-9,6.30190945491533e-7,2.9459692984244397e-7,5.0809623495061375e-8,3.672433008724534e-7,7.878479417101227e-8,7.312123813963403e-8,1.854601185098442e-7,1.2964299058999328e-8,6.552130052807902e-8,8.261545114615617e-8,3.0857594361001967e-10,4.6325498387754074e-8,3.2590470141639235e-8,9.782371122548975e-10,2.8240539645236843e-8,1.1261694149084092e-8,2.599094977492501e-9,1.553996240128518e-8,3.285704055026547e-9,2.974643818991911e-9,7.949869816060029e-9,7.294454941591204e-10,2.535826650917009e-9,3.869263404560838e-9,8.345973936702439e-11,1.8846927897900316e-9,1.8318894627876721e-9,8.082985795283861e-13,1.326277836002371e-9,8.666451642155021e-10,4.0704874934831424e-11,9.471415363419647e-10,4.2717716517243526e-10
0.00007972373462852405,0.004959686422959729,0.004500953818717329,0.0014731397620449931,0.014824220239858701,0.0023405523703737344,0.019036378889439334,0.04148920161675952,0.0025604605482815344,0.3005819207125165,0.9040046620581746,0.8978906913371592,0.29414760747683866,0.00229821521714346,0.04123181464688717,0.019191459970495796,0.002099400922754537,0.014865286484822961,0.0018872307764526437,0.0039721473718991925,0.00549410180630086,3.9084892931866053e-7,0.0035243225720183054,0.0015409756183879294,0.0004769436538190223,0.002215661314491229,0.00019984249706538358,0.0008639468894108501,0.0010308045939236466,0.000005413435995909086,0.0008166159563903058,0.00032536416353019657,0.00013017757297211112,0.0005406860945142873,0.00004633767398562748,0.00021917687997647866,0.0002648292881558123,7.988676754031442e-7,0.00020646799121991162,0.00009107678684330806,0.00002756341008339841,0.00013953192990543394,0.000016893192011618786,0.00004825309702512657,0.00007192517509698926,1.1688979187015151e-7,0.00004681851020179989,0.00002781568271283965,0.0000034237396838515756,0.000032976004267788336,0.000007147131030674438,0.000007827070144030529,0.000018244030375572676,7.009102807507508e-7,0.000008433362161979644,0.000008049606997661754,8.043667823175796e-8,0.000006436846774223681,0.0000027361280702732227,7.071584509359561e-7,0.000003905583335366001,6.275838056281945e-7,0.0000010259078424693853,0.000001965592275556871,5.419173852047517e-8,9.181599007587064e-7,8.280949594703218e-7,7.245590516613611e-9,6.344414394793286e-7,2.8629442522122284e-7,5.425418131228937e-8,3.6702600143717914e-7,7.569297245874208e-8,7.523474226444013e-8,1.8444933500449426e-7,1.2159108993825174e-8,6.64218495142227e-8,8.19012138064893e-8,2.392913984466151e-10,4.6603238758130176e-8,3.224698068344268e-8,1.0481684923040754e-9,2.8290288197254614e-8,1.1135445419715056e-8,2.650279599812976e-9,1.553480874392754e-8,3.2516086062031354e-9,2.9940176194265605e-9,7.943122672203176e-9,7.245258474436579e-10,2.5384759083511733e-9,3.869263404560845e-9,8.40825020947464e-11,1.88212633860447e-9,1.835952266897576e-9,6.372689264182367e-13,1.3234702582457628e-9,8.718442241972378e-10,3.90308735606278e-11,9.454053855622785e-10
0.0037011087130245338,0.00002590216265119214,0.005291103740404302,0.004112306917974129,0.001914698302739616,0.014971569409675856,0.0017253470475870603,0.02106975838360308,0.040041585482668375,0.004629547011319627,0.3240443493058605,0.9211387945951063,0.879461846001179,0.2725006957290468,0.0010339566118296455,0.04234074173232858,0.017434218561420498,0.00266062270283316,0.014724026088427634,0.00152647136932689,0.0042830242207707245,0.005250534254035367,0.000012633926826139334,0.0036032932226629784,0.001399495201299409,0.0005568415751162353,0.002189166424998144,0.00015723737985024727,0.0009151125818837034,0.0009861225033063901,0.000012263569202622164,0.0008301668410449707,0.000297430032337063,0.00014757145841893374,0.0005345333234293154,0.00003739033571491089,0.00023038164448163818,0.00025509176970324107,0.0000019825521061007795,0.00020978998603102158,0.00008478492991601357,0.000031124046156715727,0.00013860524844644121,0.000014574583211556961,0.0000507143526785558,0.00007005904305718534,1.5256373935998936e-8,0.00004773350528880015,0.000026497237575447874,0.000003972488092088912,0.00003299385750421113,0.000006563185240865619,0.000008285877054696494,0.00001799110558680596,5.666768314803645e-7,0.00000865135994822937,0.000007830855313125046,1.1580395898873336e-7,0.0000064915935350879624,0.0000026189925881931943,7.654286948836667e-7,0.000003894334123831346,5.842855556512867e-7,0.0000010624285070419948,0.0000019430716155682114,4.5628849665792526e-8,9.331990359603606e-7,8.125294201796492e-7,9.42373008141528e-9,6.381190066551967e-7,2.7878904124456614e-7,5.744420829927474e-8,3.6674430885016953e-7,7.297025515255213e-8,7.71197521597672e-8,1.835314249610053e-7,1.1475501472238617e-8,6.719734835208013e-8,8.128391633727472e-8,1.8760379815942005e-10,4.683143618076686e-8,3.19657394664677e-8,1.1057209725617924e-9,2.8327888003326733e-8,1.1041007481126374e-8,2.6870584366897834e-9,1.553116585599692e-8,3.2312224334815273e-9,3.0037116897219164e-9,7.940864235239407e-9,7.245258474436569e-10,2.5358266509170042e-9,3.873173797795618e-9,8.596486931720137e-11,1.876981566531592e-9,1.842712837977725e-9,4.1866096562121196e-13,1.3195050539114726e-9,8.787741449484859e-10,3.6926548401909566e-11
0.0013241490962148516,0.003611311735331192,0.0000016393365239089084,0.005597637199226678,0.0037230383899968713,0.002396786245160027,0.015037357560419627,0.0011996942698216347,0.023082864832431556,0.038422172106322795,0.0073060849986810745,0.3475535622411049,0.9366501784947481,0.8604913936765329,0.25210038206517515,0.0002954588345361801,0.043236649469940026,0.01576727944493086,0.0032498953004100927,0.01453468673414695,0.0012107589808895065,0.004577714956481244,0.005003943009520072,0.00004056020606371545,0.003668589483612587,0.0012656196353820932,0.0006378202111990109,0.002157551944646696,0.0001206756294250057,0.000963187460546375,0.0009415877332660637,0.000021410019635580556,0.0008412661643372368,0.0002711244584006814,0.00016493870592509502,0.0005275149962512633,0.000029644279678357834,0.00024090565755984758,0.00024545866959627496,0.000003605061159939039,0.0002126161392306911,0.00007884579331233639,0.00003467095730966749,0.00013750926799001656,0.000012504272213651147,0.00005304062165826935,0.00006821307806072025,7.0648428426200164e-9,0.00004855086538754936,0.000025246477750071778,0.000004525020754883932,0.00003297592813430442,0.000006028139867869442,0.000008722621105303649,0.00001773850317208138,4.5300521012976105e-7,0.00000885165534646056,0.000007622763763860405,1.5462480121001667e-7,0.000006538663448036453,0.0000025105619939821498,8.21232845709953e-7,0.000003881850462593216,5.453208395542285e-7,0.0000010962052732368757,0.000001921656236786472,3.8406884234852455e-8,9.467177874966192e-7,7.982292600986981e-7,1.1642107163646872e-8,6.41277585139861e-7,2.7207166841630705e-7,6.03557274167909e-8,3.6642569808590306e-7,7.060271257518919e-8,7.877338514049511e-8,1.8271641891875643e-7,1.0905154385210611e-8,6.784978285563501e-8,8.076600292589564e-8,1.500278832767407e-10,4.701184436767314e-8,3.174688851165581e-8,1.1498161687942467e-9,2.8354158265191065e-8,1.0978169330337835e-8,2.7092122526791e-9,1.5529282336634415e-8,3.224438935320406e-9,3.003711689721915e-9,7.943122672203158e-9,7.294454940957535e-10,2.527874704745793e-9,3.88097273580155e-9,8.914908327034327e-11,1.8692349264562143e-9,1.8521546558063295e-9,1.9818145930660364e-13,1.3143479673671641e-9,8.874323273246781e-10
0.0005629093842174929,0.0015137681431302695,0.0035030352030813406,0.000006172196676517135,0.005877105278174174,0.003338336971434657,0.002912785672397408,0.01502540751297803,0.0007676340838410359,0.025058311657784382,0.03665798368480787,0.010579440767096132,0.37100951989634173,0.9505782070605104,0.8411191561354439,0.23292682173488,0.000009123227899496618,0.04393107285332802,0.014195964194012574,0.003857259606989777,0.014303533337595051,0.0009381611398372027,0.004854811284219999,0.004756768933345169,0.00008220085015091166,0.0037209212332391193,0.0011397032472396911,0.0007190036803369477,0.0021215875344095646,0.00008981017445763266,0.0010080653797557393,0.0008975439477126582,0.00003251287797192078,0.000850079377074514,0.00024647582566889444,0.00018213165224770155,0.0005197824706672297,0.00002301922516302078,0.0002507389857454598,0.00023599405784015774,0.000005597218167600895,0.00021498254659433778,0.00007326316893812954,0.00003817481521922962,0.00013627451059907068,0.000010666367519943614,0.00005522926435630864,0.00006640045167970686,7.886013122885417e-8,0.00004927679652747809,0.000024065070317733933,0.000005075239982553977,0.000032927750786819906,0.000005539714743226905,0.000009136132543279014,0.000017488885118067157,3.576798219431923e-7,0.00000903489443603695,0.0000074259951506765245,1.9574526355867436e-7,0.000006578838747217808,0.0000024107036417487077,8.742055863145355e-7,0.000003868580308756666,5.104351717659183e-7,0.0000011272180193721145,0.0000019015127967442143,3.236153861422268e-8,9.587780754324796e-7,7.85225671405577e-7,1.3829971896660857e-8,6.439667761104523e-7,2.6613258976235563e-7,6.296828459921789e-8,3.660944566616469e-7,6.857767825664393e-8,8.019352355588951e-8,1.8201283619950243e-7,1.0440895291960202e-8,6.838094737366578e-8,8.034943298320614e-8,1.2372664442137144e-10,4.7145887105194416e-8,3.15905167302554e-8,1.1796537812508084e-9,2.8369685480892385e-8,1.094678679218068e-8,2.7166111932600076e-9,1.5529282336634402e-8,3.2312224334815104e-9,2.9940176194265654e-9,7.949869816060006e-9,7.393331247048096e-10,2.5146078270530805e-9,3.892616192032017e-9,9.370557364370441e-11,1.858851617845245e-9,1.8642538642697565e-9,3.7070026853450825e-14,1.3079554490000916e-9
0.002220304270775342,0.0004548728066027084,0.0017041079743904063,0.0033787257940316585,0.000038343055512132565,0.006127913540879657,0.002962893577550126,0.003456085381450624,0.01494036611315596,0.0004315373783816853,0.02698043972007786,0.034776222577392206,0.014432809048270679,0.39431806992219365,0.9629715709060738,0.82147560232731,0.21495289849412813,0.00010758214434229151,0.04443710072982296,0.012723666684412351,0.004473878011808426,0.014036656802209469,0.0007064203031155172,0.005113338299891791,0.004511173360255812,0.00013565239415536513,0.0037610913639798517,0.0010219580016430847,0.0007996226280879365,0.0020820101419950906,0.00006426500662393139,0.0010496952256661566,0.0008542897728750936,0.00004524932682184487,0.0008567816278598195,0.00022349015510192982,0.00019902253378611742,0.0005114787341460061,0.000017431622283747395,0.0002598811147648757,0.00022675328573357932,0.000007893805183571319,0.00021692652039558816,0.00006803688407124291,0.00004161009404544581,0.00013492976242256795,0.000009044504636465073,0.000057279335213666475,0.00006463273440628584,2.1792086761819287e-7,0.00004991772433675671,0.000022953973486726484,0.000005617713829706007,0.00003285457697240873,0.000005095527489616333,0.000009525541846465362,0.000017244649843959866,2.7859088649368473e-7,0.000009201776760075533,0.0000072410895558039405,2.3811510530895116e-7,0.000006612867294771847,0.0000023192591149565802,9.240327740600426e-7,0.000003854933328414328,4.793846034897276e-7,0.0000011554600359281943,0.000001882787561189105,2.7342653326392414e-8,9.69439862427888e-7,7.735434700548609e-7,1.5924926978812416e-8,6.462315460407045e-7,2.609619756568768e-7,6.526462510159153e-8,3.6577171513218e-7,6.688389940776543e-8,8.137865122638993e-8,1.814277571265927e-7,1.0076722247071893e-8,6.879238687994404e-8,8.003572320229544e-8,1.0650300527328131e-10,4.7234643971317894e-8,3.149667611230455e-8,1.1947043382687018e-9,2.8374822038377842e-8,1.0946786792180687e-8,2.7092122526790774e-9,1.5531165855996897e-8,3.2516086062031276e-9,2.974643818991921e-9,7.961020916317803e-9,7.542852349757465e-10,2.496006372435138e-9,3.908037311494503e-9,9.973298557873283e-11,1.8457862020614678e-9,1.8789785521694114e-9,1.2338697982516501e-14
0.0002005754426701082,0.0022505891179730258,0.0003573802023974293,0.0018930092888095093,0.003240871180780963,0.00009665997453458368,0.006349025939678886,0.002600863567915921,0.004020197439823712,0.014787543904339869,0.00019221147140532972,0.028835424658220594,0.03280380957348125,0.018843766335317376,0.41739144959654473,0.9738869699503757,0.8016816393866357,0.19814542565132562,0.0005295714248537916,0.04476890087693479,0.011352080938328103,0.00509200897364249,0.013739900930018732,0.0005130340383307322,0.005352708844816019,0.004269043309873782,0.00019909634461257449,0.003789970951052039,0.0009124697082495315,0.0008790108494058244,0.002039517820146655,0.00004364443047036409,0.0010880740824690475,0.0008120808000197654,0.0000593156972411085,0.0008615540408870492,0.00020215411695402206,0.0002155024018329183,0.0005027376940794217,0.000012796193951217187,0.0002683396150087977,0.00021778352209437488,0.000010433817553716732,0.00021848593689173824,0.00006316338479985912,0.00004495482343123019,0.0001335019734344796,0.000007622122146236949,0.00005919133269662351,0.00006291999978610864,4.123034331484399e-7,0.0000504801764039848,0.000021913539956032148,0.0000061476356555195044,0.00003276135346325907,0.0000046931433538389845,0.000009890238659791592,0.000017007945787725405,2.1374553966778223e-7,0.000009353034707368386,0.0000070684797020277315,2.8078412614161315e-7,0.000006641456975072195,0.0000022360524006834893,9.704462089614095e-7,0.000003841281378747392,4.5193837788790626e-7,0.000001180934978912711,0.0000018656079588608826,2.32144366796522e-8,9.787600093447847e-7,7.6320211608643e-7,1.787257043618444e-8,6.481119947620002e-7,2.565503191318245e-7,6.723040173747446e-8,3.6547548555727943e-7,6.551166051030479e-8,8.232771511278074e-8,1.8096688496494503e-7,9.80781872817398e-9,6.908534999547013e-8,7.982598132070012e-8,9.679292044976037e-11,4.72788402729518e-8,3.1465393207552335e-8,1.1947043382686892e-9,2.836968548089235e-8,1.0978169330337805e-8,2.6870584366897912e-9,1.5534808743927503e-8,3.2857040550265594e-9,2.945619907157008e-9,7.976434020722971e-9,7.744460983822681e-10,2.472044463129847e-9,3.9271454421659604e-9,1.0735819947009687e-10,1.8299834443220844e-9,1.896287817756353e-9
0.0008518069131544634,0.00026701771868494633,0.0022683176614492232,0.0002711749755711338,0.002078514197651143,0.0030919493838781355,0.00017935720518244652,0.00653992780212736,0.002255844337443348,0.004598858125500715,0.014572759342665824,0.00004902450048879273,0.03061133912344499,0.030766969581185286,0.02378485601401374,0.44014864935852654,0.9833878675056177,0.781848549051211,0.18246626023370655,0.00121973611967803,0.04494131006451286,0.010081423339537788,0.005704965378376519,0.013418805857500587,0.0003553270421153039,0.005572677932668579,0.004032000943164334,0.00027081415442829754,0.003808477069666792,0.0008112139943269373,0.0009566005675920971,0.0019947652034364195,0.00002754123189731161,0.0011232406187056583,0.0007711320527485102,0.00007442887478728325,0.0008645804677945492,0.00018243790700935464,0.00023147988126535543,0.0004936837333023139,0.000009027271966346225,0.0002761288752607103,0.00020912434617449517,0.000013160610512913533,0.00021969867650243274,0.000058636288302346744,0.00004819032189426012,0.00013201620157267052,0.000006382700520263893,0.000060966963392038954,0.00006127093675365287,6.50868235739339e-7,0.000050970679503096695,0.000020943614904103786,0.000006660780809524442,0.00003265270764858401,0.000004330118888406639,0.000010229832799015667,0.00001678068630332719,1.612760866700089e-7,0.000009489415122626812,0.000006908505509168959,3.228979324405903e-7,0.000006665271192697628,0.0000021608972421873415,0.000001013218638808007,0.000003827959248444088,4.2788115447892545e-7,0.0000012036541237050363,0.000001850084055434084,1.9855576504296126e-8,9.86791300374597e-7,7.542166283587795e-7,1.9626151953364684e-8,6.496431702322788e-7,2.52888804785078e-7,6.885391905353514e-8,3.652207012088513e-7,6.445288350746416e-8,8.304001020543673e-8,1.8063459909782453e-7,9.630564353722193e-9,6.926075395031266e-8,7.972093142944952e-8,9.36601277242661e-11,4.727884027849649e-8,3.149667611038566e-8,1.1796537811820066e-9,2.835415828354794e-8,1.1041007482560293e-8,2.650279602217699e-9,1.5539962412411812e-8,3.333685245978809e-9,2.9069926687602546e-9,7.995908895368738e-9,8.000071749696886e-10,2.4426916396672912e-9,3.949824862426162e-9,1.1673633156872202e-10,1.811379395862568e-9
0.0010782698858974916,0.0007780996759116543,0.000340104369037475,0.0022740536986812546,0.00019675971997664297,0.0022588817735451298,0.0029343843131417295,0.0002844542386107126,0.006700582410171284,0.001930866800411365,0.005186112833518413,0.014302190600116865,4.356105676826844e-8,0.03229817335583379,0.028690868232706248,0.02922419195380218,0.46251565215097246,0.9915432963301077,0.762078051007703,0.16787332498953386,0.002128383458653511,0.04496948508345712,0.00891064536109074,0.0063070603324323,0.013078566410430545,0.00023051491850308516,0.005773298098773323,0.0038014164126399857,0.00034919804454849727,0.003817553251947839,0.0007180717813129616,0.00103191670491653,0.0019483604712027002,0.000015543783727364558,0.0011552687585245816,0.000731620771724079,0.0000903271307872055,0.0008660446938175761,0.00016429796777095012,0.0002468798198708901,0.0004844314948102937,0.000006039935125437444,0.00028326891575480194,0.00020080837549385548,0.000016021952535176414,0.0002206021461847984,0.000054446897188391675,0.00005130091727723215,0.00013049559445713632,0.000005309965375406119,0.00006260892171531421,0.00005969296630748083,9.232907742138376e-7,0.00005139567180901864,0.000020043627365601564,0.000007153461256428249,0.000032532939113089817,0.000004004040159486185,0.000010544117650731208,0.000016564565357666172,1.1944592798710038e-7,0.00000961166310921513,0.000006761427788778135,3.636933427056309e-7,0.00000668492526130667,0.000002093603714375464,0.0000010521590508736372,0.000003815265563632291,4.0701487192298616e-7,0.000001223633900270486,0.0000018363099439626464,1.7159271182375384e-8,9.93581595248404e-7,7.465983909829574e-7,2.1146250996084286e-8,6.508549252645548e-7,2.4996962375174017e-7,7.012591260531488e-8,3.6501925562123447e-7,6.37012077399133e-8,8.351508742478811e-8,1.804339972445278e-7,9.542541988510507e-9,6.931915916345376e-8,7.972093141371845e-8,9.679292044976832e-11,4.723464397131806e-8,3.159051672816574e-8,1.1498161687942473e-9,2.8327888003326707e-8,1.1135445419715075e-8,2.5990949774924903e-9,1.554625310822627e-8,3.395796561333435e-9,2.8588288979293794e-9,8.01918557550239e-9,8.312062842489907e-10,2.407914977156929e-9,3.975933188597461e-9,1.2805068283046794e-10
0.0000010222361550097558,0.0011359855871479231,0.0007049652533510177,0.0004187137251199848,0.002268491961612488,0.00013441155807020666,0.0024325972432454714,0.0027705076688257215,0.0004098122673290882,0.0068313830809616696,0.0016283990734343766,0.005776385225329636,0.013982237220083767,0.00004218190399187984,0.033887819158478195,0.026599300565270573,0.035126068439462026,0.4844255595127102,0.9984267312198329,0.7424624734000658,0.15432153749812444,0.00321119568381627,0.044868610235270064,0.007837634055500052,0.0068935438676760675,0.01272400356303216,0.00013575976014292343,0.0059548765353812224,0.0035784232478336293,0.0004327581434708674,0.003818152558730608,0.0006328440043013483,0.0011045704092814395,0.0019008635935782788,0.000007242122208846839,0.001184261733903143,0.0006936894201138013,0.00010677046085229844,0.0008661280783387767,0.0001476795195823828,0.0002616418764625371,0.00047508586229367644,0.0000037509633342658353,0.0002897842882784638,0.0001928619118501247,0.000018970000881099257,0.00022123288085445174,0.00005058467499604371,0.00005427366243155293,0.000128961402130104,0.000004388058944848315,0.00006412068679420097,0.00005819235963308742,0.0000012200602562633824,0.00005176142736658354,0.00001921267498888856,0.000007622479770350185,0.000032406016025011106,0.0000037125557258476132,0.00001083303634568562,0.000016361073532985007,8.665345531224351e-8,0.000009720507776576847,0.000006627440987714295,4.024936241077397e-7,0.0000067009836329430685,0.000002033984007392488,0.0000010871083433987044,0.0000038034638027135235,3.8916029762194966e-7,0.0000012408937409149637,0.0000018243650178598916,1.5033201236176202e-8,9.991731323644654e-7,7.403558556918812e-7,2.2400488751552795e-8,6.517718103373038e-7,2.477862279271259e-7,7.103936713670512e-8,3.6488003615911434e-7,6.325204750774559e-8,8.375268564175363e-8,1.8036692568544512e-7,9.542541988510386e-9,6.926075400418161e-8,7.982598132070027e-8,1.0650300527327826e-10,4.7145887105194376e-8,3.174688851165588e-8,1.1057209725617626e-9,2.8290288197254617e-8,1.126169414908412e-8,2.5338174053810248e-9,1.5553181131630288e-8,3.472347590735738e-9,2.8012191901797826e-9,8.045942544984373e-9,8.683264888542916e-10,2.3676817285840805e-9,4.005299537690014e-9
0.0008079517413575928,4.4454658958143577e-7,0.0011883119218535833,0.0006332625272825022,0.000501737653861853,0.0022524318290759317,0.00008420033756579857,0.002598375401701911,0.0026025273232212665,0.0005531870591247453,0.006933102409964801,0.0013503608158910282,0.006364530898696466,0.01361939348295434,0.00017135096315410505,0.035374021528059074,0.024514432609012222,0.041451565669350904,0.5058186072736247,1.0041150339223424,0.7230850172296343,0.1417636479696695,0.004428914018651811,0.04465365646497962,0.0068593987366258255,0.0074605331190875975,0.012359547458830188,0.00006821784603644762,0.006117934433871849,0.0033639355439970525,0.0005201264076249732,0.003811223134565029,0.0005552654732176609,0.0011742520841483152,0.0018527856988450409,0.000002233058123739998,0.0012103465547240377,0.0006574488285423923,0.00012354050273566175,0.0008650075967062793,0.00013251889935501766,0.0002757190767593667,0.00046574210298492197,0.0000020796213650771535,0.00029570306942831707,0.0001853055928754094,0.000021961212564835456,0.00022162621515036583,0.00004703768176392306,0.00005709805103627646,0.00012743301592018584,0.00000360168182627858,0.00006550633575175429,0.00005677435613355363,0.000001532467918748585,0.00005207399284945736,0.000018449601757169944,0.00000806508418039109,0.00003227557575080421,0.000003453404988861983,0.000011096650387557335,0.000016171514036902028,6.143433826702306e-8,0.00000981664985596225,0.00000650668486076539,4.3870370343238556e-7,0.000006713957770012152,0.0000019818574978359333,0.0000011179353280111696,0.0000037927833416088997,3.741582779104791e-7,0.0000012554541844115715,0.000001814315120024305,1.339946349706776e-8,0.0000010036019454086063,7.354951314152535e-7,2.3363276597689917e-8,6.524129918474572e-7,2.463335324556259e-7,7.158937453342423e-8,3.648089522057307e-7,6.310263586933065e-8,8.375268564175367e-8,1.8043399724452714e-7,9.63056434961651e-9,6.908534999547032e-8,8.003572320229537e-8,1.237266444213615e-10,4.7011844367673134e-8,3.196573946646769e-8,1.0481684923040833e-9,2.824053964523688e-8,1.142002538563187e-8,2.4548591117657927e-9,1.5560119642401917e-8,3.563709540758033e-9,2.734282650881154e-9,8.075794605699552e-9,9.116946606294136e-10,2.321962469999112e-9
